ID,,Timestamp,,Packet,Analog,SHT31D,,AS5311,Displacement_mm,Displacement_um,Difference_mm,Difference_um,Status,VPD,RSSI,Button,
Dendro,1,2022/6/2,11:21:32,36,4.18,13.22,82.46,1127,-0.00,-2.93,-0.00,-0.49,Green,0.27,-97.00,0,
Dendro,1,2022/6/2,11:36:35,37,4.18,13.46,80.25,1127,-0.00,-2.93,0.00,0.00,Green,0.30,-97.00,0,
Dendro,1,2022/6/2,11:51:38,38,4.18,13.60,78.99,1127,-0.00,-2.93,0.00,0.00,Green,0.33,-97.00,0,
Dendro,1,2022/6/2,12:6:41,39,4.18,13.15,82.25,1126,-0.00,-3.42,-0.00,-0.49,Green,0.27,-97.00,0,
Dendro,1,2022/6/2,12:21:44,40,4.18,13.37,80.14,1125,-0.00,-3.91,-0.00,-0.49,Green,0.30,-97.00,0,
Dendro,1,2022/6/2,12:36:47,41,4.18,12.86,82.97,1124,-0.00,-4.40,-0.00,-0.49,Green,0.25,-97.00,0,
Dendro,1,2022/6/2,12:51:50,42,4.18,12.07,87.47,1124,-0.00,-4.40,0.00,0.00,Green,0.18,-97.00,0,
Dendro,1,2022/6/2,13:6:53,43,4.18,12.73,85.63,1125,-0.00,-3.91,0.00,0.49,Green,0.21,-97.00,0,
Dendro,1,2022/6/2,13:21:56,44,4.18,13.14,85.64,1125,-0.00,-3.91,0.00,0.00,Green,0.22,-97.00,0,
Dendro,1,2022/6/2,13:36:59,45,4.18,13.69,85.00,1126,-0.00,-3.42,0.00,0.49,Green,0.23,-97.00,0,
Dendro,1,2022/6/2,13:52:2,46,4.18,14.87,79.00,1126,-0.00,-3.42,0.00,0.00,Green,0.36,-97.00,0,
Dendro,1,2022/6/2,14:7:5,47,4.18,19.37,61.19,1128,-0.00,-2.44,0.00,0.98,Green,0.87,-97.00,0,
Dendro,1,2022/6/2,14:22:8,48,4.18,15.26,72.70,1120,-0.01,-6.35,-0.00,-3.91,Green,0.47,-97.00,0,
Dendro,1,2022/6/2,14:37:11,49,4.18,15.32,73.22,1118,-0.01,-7.33,-0.00,-0.98,Green,0.47,-97.00,0,
Dendro,1,2022/6/2,14:52:14,50,4.18,17.84,64.25,1121,-0.01,-5.86,0.00,1.47,Green,0.73,-97.00,0,
Dendro,1,2022/6/2,15:7:32,51,4.19,20.17,56.13,1116,-0.01,-8.30,-0.00,-2.44,Green,1.04,-98.00,0,
Dendro,1,2022/6/2,15:22:35,52,4.19,21.06,54.30,1110,-0.01,-11.23,-0.00,-2.93,Green,1.14,-98.00,0,
Dendro,1,2022/6/2,15:37:38,53,4.19,20.63,56.88,1102,-0.02,-15.14,-0.00,-3.91,Green,1.05,-98.00,0,
Dendro,1,2022/6/2,15:52:41,54,4.19,20.23,57.59,1095,-0.02,-18.56,-0.00,-3.42,Green,1.01,-98.00,0,
Dendro,1,2022/6/2,16:7:44,55,4.19,21.58,52.51,1088,-0.02,-21.98,-0.00,-3.42,Green,1.22,-98.00,0,
Dendro,1,2022/6/2,16:22:47,56,4.19,24.07,47.45,1080,-0.03,-25.89,-0.00,-3.91,Green,1.57,-98.00,0,
Dendro,1,2022/6/2,16:37:50,57,4.19,23.05,49.07,1074,-0.03,-28.82,-0.00,-2.93,Green,1.43,-98.00,0,
Dendro,1,2022/6/2,16:52:53,58,4.19,23.66,47.42,1070,-0.03,-30.77,-0.00,-1.95,Green,1.54,-98.00,0,
Dendro,1,2022/6/2,17:7:56,59,4.19,24.30,43.88,1064,-0.03,-33.70,-0.00,-2.93,Green,1.70,-98.00,0,
Dendro,1,2022/6/2,17:22:59,60,4.19,24.74,47.79,1059,-0.04,-36.14,-0.00,-2.44,Green,1.63,-98.00,0,
Dendro,1,2022/6/2,17:38:2,61,4.19,24.05,46.29,1057,-0.04,-37.12,-0.00,-0.98,Green,1.61,-98.00,0,
Dendro,1,2022/6/2,17:53:5,62,4.19,25.41,46.10,1055,-0.04,-38.10,-0.00,-0.98,Green,1.75,-98.00,0,
Dendro,1,2022/6/2,18:8:8,63,4.19,25.57,43.79,1049,-0.04,-41.03,-0.00,-2.93,Green,1.84,-98.00,0,
Dendro,1,2022/6/2,18:23:11,64,4.19,25.42,45.94,1046,-0.04,-42.49,-0.00,-1.47,Green,1.76,-98.00,0,
Dendro,1,2022/6/2,18:38:14,65,4.19,27.49,42.54,1046,-0.04,-42.49,0.00,0.00,Green,2.11,-98.00,0,
Dendro,1,2022/6/2,18:53:17,66,4.19,27.10,39.05,1044,-0.04,-43.47,-0.00,-0.98,Green,2.19,-98.00,0,
Dendro,1,2022/6/2,19:8:35,67,4.19,26.58,41.79,1044,-0.04,-43.47,0.00,0.00,Green,2.02,-99.00,0,
Dendro,1,2022/6/2,19:23:38,68,4.19,28.35,38.33,1044,-0.04,-43.47,0.00,0.00,Green,2.38,-99.00,0,
Dendro,1,2022/6/2,19:38:41,69,4.19,27.18,42.73,1043,-0.04,-43.96,-0.00,-0.49,Green,2.06,-99.00,0,
Dendro,1,2022/6/2,19:53:44,70,4.19,27.38,42.94,1041,-0.04,-44.93,-0.00,-0.98,Green,2.08,-99.00,0,
Dendro,1,2022/6/2,20:8:47,71,4.19,27.07,41.43,1043,-0.04,-43.96,0.00,0.98,Green,2.10,-99.00,0,
Dendro,1,2022/6/2,20:23:50,72,4.19,29.59,40.06,1041,-0.04,-44.93,-0.00,-0.98,Green,2.48,-99.00,0,
Dendro,1,2022/6/2,20:38:53,73,4.19,30.16,34.23,1040,-0.05,-45.42,-0.00,-0.49,Green,2.82,-99.00,0,
Dendro,1,2022/6/2,20:53:56,74,4.19,30.17,31.10,1037,-0.05,-46.89,-0.00,-1.47,Green,2.95,-99.00,0,
Dendro,1,2022/6/2,21:8:59,75,4.19,31.04,28.68,1035,-0.05,-47.86,-0.00,-0.98,Green,3.21,-99.00,0,
Dendro,1,2022/6/2,21:24:2,76,4.19,30.86,31.44,1034,-0.05,-48.35,-0.00,-0.49,Green,3.06,-99.00,0,
Dendro,1,2022/6/2,21:39:5,77,4.19,35.00,26.01,1030,-0.05,-50.31,-0.00,-1.95,Green,4.16,-99.00,0,
Dendro,1,2022/6/2,21:54:8,78,4.19,33.27,27.11,1034,-0.05,-48.35,0.00,1.95,Green,3.72,-99.00,0,
Dendro,1,2022/6/2,22:9:11,79,4.19,32.91,26.37,1026,-0.05,-52.26,-0.00,-3.91,Green,3.69,-99.00,0,
Dendro,1,2022/6/2,22:24:14,80,4.19,34.11,26.70,1023,-0.05,-53.72,-0.00,-1.47,Green,3.92,-99.00,0,
Dendro,1,2022/6/2,22:39:17,81,4.19,33.48,27.25,1024,-0.05,-53.24,0.00,0.49,Green,3.76,-99.00,0,
Dendro,1,2022/6/2,22:54:20,82,4.19,32.20,26.95,1027,-0.05,-51.77,0.00,1.47,Green,3.51,-99.00,0,
Dendro,1,2022/6/2,23:9:38,83,4.19,33.44,24.50,1022,-0.05,-54.21,-0.00,-2.44,Green,3.89,-99.00,0,
Dendro,1,2022/6/2,23:24:41,84,4.19,33.03,25.09,1020,-0.06,-55.19,-0.00,-0.98,Green,3.77,-99.00,0,
Dendro,1,2022/6/2,23:39:44,85,4.19,32.77,22.80,1021,-0.05,-54.70,0.00,0.49,Green,3.83,-99.00,0,
Dendro,1,2022/6/2,23:54:47,86,4.20,34.92,20.72,1023,-0.05,-53.72,0.00,0.98,Green,4.44,-99.00,0,
Dendro,1,2022/6/3,0:9:50,87,4.19,33.38,19.48,1019,-0.06,-55.68,-0.00,-1.95,Green,4.14,-99.00,0,
Dendro,1,2022/6/3,0:24:53,88,4.19,31.71,20.51,1019,-0.06,-55.68,0.00,0.00,Green,3.72,-99.00,0,
Dendro,1,2022/6/3,0:39:56,89,4.19,31.31,22.30,1017,-0.06,-56.65,-0.00,-0.98,Green,3.55,-99.00,0,
Dendro,1,2022/6/3,0:54:59,90,4.19,30.77,21.56,1017,-0.06,-56.65,0.00,0.00,Green,3.48,-99.00,0,
Dendro,1,2022/6/3,1:10:2,91,4.19,30.30,21.29,1020,-0.06,-55.19,0.00,1.47,Green,3.40,-99.00,0,
Dendro,1,2022/6/3,1:25:5,92,4.19,30.51,22.09,1018,-0.06,-56.17,-0.00,-0.98,Green,3.40,-99.00,0,
Dendro,1,2022/6/3,1:40:8,93,4.19,27.96,23.28,1016,-0.06,-57.14,-0.00,-0.98,Green,2.89,-99.00,0,
Dendro,1,2022/6/3,1:55:11,94,4.19,26.34,26.76,1024,-0.05,-53.24,0.00,3.91,Green,2.51,-99.00,0,
Dendro,1,2022/6/3,2:10:14,95,4.18,24.05,29.21,1027,-0.05,-51.77,0.00,1.47,Green,2.12,-99.00,0,
Dendro,1,2022/6/3,2:25:17,96,4.18,23.47,29.67,1029,-0.05,-50.79,0.00,0.98,Green,2.03,-99.00,0,
Dendro,1,2022/6/3,2:40:20,97,4.18,22.96,29.28,1028,-0.05,-51.28,-0.00,-0.49,Green,1.98,-99.00,0,
Dendro,1,2022/6/3,2:55:23,98,4.18,22.24,31.44,1028,-0.05,-51.28,0.00,0.00,Green,1.84,-99.00,0,
Dendro,1,2022/6/3,3:10:41,99,4.18,21.20,34.80,1028,-0.05,-51.28,0.00,0.00,Green,1.64,-97.00,0,
Dendro,1,2022/6/3,3:25:44,100,4.18,19.19,39.29,1030,-0.05,-50.31,0.00,0.98,Green,1.35,-97.00,0,
Dendro,1,2022/6/3,3:40:47,101,4.18,18.50,44.43,1031,-0.05,-49.82,0.00,0.49,Green,1.18,-97.00,0,
Dendro,1,2022/6/3,3:55:50,102,4.18,18.16,43.33,1035,-0.05,-47.86,0.00,1.95,Green,1.18,-97.00,0,
Dendro,1,2022/6/3,4:10:53,103,4.18,17.44,45.07,1037,-0.05,-46.89,0.00,0.98,Green,1.09,-97.00,0,
Dendro,1,2022/6/3,4:25:56,104,4.18,16.64,51.30,1035,-0.05,-47.86,-0.00,-0.98,Green,0.92,-97.00,0,
Dendro,1,2022/6/3,4:40:59,105,4.18,16.85,48.53,1038,-0.05,-46.40,0.00,1.47,Green,0.99,-97.00,0,
Dendro,1,2022/6/3,4:56:2,106,4.18,17.05,49.01,1041,-0.04,-44.93,0.00,1.47,Green,0.99,-97.00,0,
Dendro,1,2022/6/3,5:11:5,107,4.18,16.22,51.77,1043,-0.04,-43.96,0.00,0.98,Green,0.89,-97.00,0,
Dendro,1,2022/6/3,5:26:8,108,4.17,16.08,52.83,1044,-0.04,-43.47,0.00,0.49,Green,0.86,-97.00,0,
Dendro,1,2022/6/3,5:41:11,109,4.17,14.43,61.06,1046,-0.04,-42.49,0.00,0.98,Green,0.64,-97.00,0,
Dendro,1,2022/6/3,5:56:14,110,4.18,14.55,61.39,1049,-0.04,-41.03,0.00,1.47,Green,0.64,-97.00,0,
Dendro,1,2022/6/3,6:11:17,111,4.17,14.33,63.15,1050,-0.04,-40.54,0.00,0.49,Green,0.60,-97.00,0,
Dendro,1,2022/6/3,6:26:20,112,4.17,14.94,60.43,1053,-0.04,-39.07,0.00,1.47,Green,0.67,-97.00,0,
Dendro,1,2022/6/3,6:41:23,113,4.17,14.35,61.63,1055,-0.04,-38.10,0.00,0.98,Green,0.63,-97.00,0,
Dendro,1,2022/6/3,6:56:26,114,4.17,14.21,61.43,1056,-0.04,-37.61,0.00,0.49,Green,0.63,-97.00,0,
Dendro,1,2022/6/3,7:11:44,115,4.17,13.72,65.50,1057,-0.04,-37.12,0.00,0.49,Green,0.54,-96.00,0,
Dendro,1,2022/6/3,7:26:47,116,4.17,13.73,65.04,1058,-0.04,-36.63,0.00,0.49,Green,0.55,-96.00,0,
Dendro,1,2022/6/3,7:41:50,117,4.17,13.29,64.93,1061,-0.04,-35.16,0.00,1.47,Green,0.54,-96.00,0,
Dendro,1,2022/6/3,7:56:53,118,4.17,13.81,63.46,1062,-0.03,-34.68,0.00,0.49,Green,0.58,-96.00,0,
Dendro,1,2022/6/3,8:11:56,119,4.17,13.07,66.21,1062,-0.03,-34.68,0.00,0.00,Green,0.51,-96.00,0,
Dendro,1,2022/6/3,8:26:59,120,4.17,12.93,67.92,1063,-0.03,-34.19,0.00,0.49,Green,0.48,-96.00,0,
Dendro,1,2022/6/3,8:42:2,121,4.17,12.66,68.95,1064,-0.03,-33.70,0.00,0.49,Green,0.45,-96.00,0,
Dendro,1,2022/6/3,8:57:5,122,4.17,12.66,70.35,1066,-0.03,-32.72,0.00,0.98,Green,0.43,-96.00,0,
Dendro,1,2022/6/3,9:12:8,123,4.17,12.66,70.99,1068,-0.03,-31.75,0.00,0.98,Green,0.42,-96.00,0,
Dendro,1,2022/6/3,9:27:11,124,4.17,12.75,73.20,1070,-0.03,-30.77,0.00,0.98,Green,0.39,-96.00,0,
Dendro,1,2022/6/3,9:42:14,125,4.17,13.60,67.22,1072,-0.03,-29.79,0.00,0.98,Green,0.51,-96.00,0,
Dendro,1,2022/6/3,9:57:17,126,4.17,13.19,70.41,1073,-0.03,-29.30,0.00,0.49,Green,0.45,-96.00,0,
Dendro,1,2022/6/3,10:12:20,127,4.17,13.38,70.42,1073,-0.03,-29.30,0.00,0.00,Green,0.45,-96.00,0,
Dendro,1,2022/6/3,10:27:23,128,4.17,13.04,72.19,1075,-0.03,-28.33,0.00,0.98,Green,0.42,-96.00,0,
Dendro,1,2022/6/3,10:42:26,129,4.17,13.15,71.98,1076,-0.03,-27.84,0.00,0.49,Green,0.42,-96.00,0,
Dendro,1,2022/6/3,10:57:29,130,4.17,12.70,75.15,1077,-0.03,-27.35,0.00,0.49,Green,0.36,-96.00,0,
Dendro,1,2022/6/3,11:12:49,131,4.17,12.52,76.46,1078,-0.03,-26.86,0.00,0.49,Green,0.34,-96.00,0,
Dendro,1,2022/6/3,11:27:52,132,4.17,12.49,75.96,1080,-0.03,-25.89,0.00,0.98,Green,0.35,-96.00,0,
Dendro,1,2022/6/3,11:42:55,133,4.17,12.52,75.19,1081,-0.03,-25.40,0.00,0.49,Green,0.36,-96.00,0,
Dendro,1,2022/6/3,11:57:58,134,4.17,12.57,75.23,1082,-0.02,-24.91,0.00,0.49,Green,0.36,-96.00,0,
Dendro,1,2022/6/3,12:13:1,135,4.17,12.59,77.53,1083,-0.02,-24.42,0.00,0.49,Green,0.33,-96.00,0,
Dendro,1,2022/6/3,12:28:4,136,4.17,12.39,77.24,1084,-0.02,-23.93,0.00,0.49,Green,0.33,-96.00,0,
Dendro,1,2022/6/3,12:43:7,137,4.17,12.18,82.44,1085,-0.02,-23.44,0.00,0.49,Green,0.25,-96.00,0,
Dendro,1,2022/6/3,12:58:10,138,4.17,12.55,79.10,1086,-0.02,-22.95,0.00,0.49,Green,0.30,-96.00,0,
Dendro,1,2022/6/3,13:13:13,139,4.17,12.98,76.19,1088,-0.02,-21.98,0.00,0.98,Green,0.36,-96.00,0,
Dendro,1,2022/6/3,13:28:16,140,4.17,12.69,78.93,1089,-0.02,-21.49,0.00,0.49,Green,0.31,-96.00,0,
Dendro,1,2022/6/3,13:43:19,141,4.17,12.90,78.72,1090,-0.02,-21.00,0.00,0.49,Green,0.32,-96.00,0,
Dendro,1,2022/6/3,13:58:22,142,4.17,13.14,75.60,1091,-0.02,-20.51,0.00,0.49,Green,0.37,-96.00,0,
Dendro,1,2022/6/3,14:13:25,143,4.17,13.53,74.06,1091,-0.02,-20.51,0.00,0.00,Green,0.40,-96.00,0,
Dendro,1,2022/6/3,14:28:28,144,4.17,13.56,72.39,1092,-0.02,-20.02,0.00,0.49,Green,0.43,-96.00,0,
Dendro,1,2022/6/3,14:43:31,145,4.17,13.72,72.53,1092,-0.02,-20.02,0.00,0.00,Green,0.43,-96.00,0,
Dendro,1,2022/6/3,14:58:34,146,4.17,15.22,68.26,1094,-0.02,-19.05,0.00,0.98,Green,0.55,-96.00,0,
Dendro,1,2022/6/3,15:13:54,147,4.17,15.33,68.73,1094,-0.02,-19.05,0.00,0.00,Green,0.54,-96.00,0,
Dendro,1,2022/6/3,15:28:57,148,4.17,14.81,68.78,1094,-0.02,-19.05,0.00,0.00,Green,0.53,-96.00,0,
Dendro,1,2022/6/3,15:44:0,149,4.17,14.29,68.33,1093,-0.02,-19.54,-0.00,-0.49,Green,0.52,-96.00,0,
Dendro,1,2022/6/3,15:59:3,150,4.17,14.95,63.35,1093,-0.02,-19.54,0.00,0.00,Green,0.62,-96.00,0,
Dendro,1,2022/6/3,16:14:6,151,4.17,16.74,57.76,1094,-0.02,-19.05,0.00,0.49,Green,0.81,-96.00,0,
Dendro,1,2022/6/3,16:29:9,152,4.17,16.74,59.64,1094,-0.02,-19.05,0.00,0.00,Green,0.77,-96.00,0,
Dendro,1,2022/6/3,16:44:12,153,4.17,17.54,57.01,1093,-0.02,-19.54,-0.00,-0.49,Green,0.86,-96.00,0,
Dendro,1,2022/6/3,16:59:15,154,4.17,17.67,60.58,1093,-0.02,-19.54,0.00,0.00,Green,0.80,-96.00,0,
Dendro,1,2022/6/3,17:14:18,155,4.17,19.33,50.51,1087,-0.02,-22.47,-0.00,-2.93,Green,1.11,-96.00,0,
Dendro,1,2022/6/3,17:29:21,156,4.18,20.86,47.57,1083,-0.02,-24.42,-0.00,-1.95,Green,1.29,-96.00,0,
Dendro,1,2022/6/3,17:44:24,157,4.18,20.26,50.46,1079,-0.03,-26.37,-0.00,-1.95,Green,1.18,-96.00,0,
Dendro,1,2022/6/3,17:59:27,158,4.18,20.33,50.23,1077,-0.03,-27.35,-0.00,-0.98,Green,1.19,-96.00,0,
Dendro,1,2022/6/3,18:14:30,159,4.18,21.22,47.46,1077,-0.03,-27.35,0.00,0.00,Green,1.32,-96.00,0,
Dendro,1,2022/6/3,18:29:33,160,4.18,21.38,47.28,1072,-0.03,-29.79,-0.00,-2.44,Green,1.34,-96.00,0,
Dendro,1,2022/6/3,18:44:36,161,4.18,21.36,46.99,1071,-0.03,-30.28,-0.00,-0.49,Green,1.35,-96.00,0,
Dendro,1,2022/6/3,18:59:39,162,4.18,23.38,44.10,1066,-0.03,-32.72,-0.00,-2.44,Green,1.61,-96.00,0,
Dendro,1,2022/6/3,19:14:57,163,4.18,22.58,46.45,1063,-0.03,-34.19,-0.00,-1.47,Green,1.47,-97.00,0,
Dendro,1,2022/6/3,19:30:0,164,4.18,21.00,47.75,1064,-0.03,-33.70,0.00,0.49,Green,1.30,-97.00,0,
Dendro,1,2022/6/3,19:45:3,165,4.18,20.63,51.91,1067,-0.03,-32.23,0.00,1.47,Green,1.17,-97.00,0,
Dendro,1,2022/6/3,20:0:6,166,4.18,19.89,53.73,1067,-0.03,-32.23,0.00,0.00,Green,1.07,-97.00,0,
Dendro,1,2022/6/3,20:15:9,167,4.18,19.31,56.12,1069,-0.03,-31.26,0.00,0.98,Green,0.98,-97.00,0,
Dendro,1,2022/6/3,20:30:12,168,4.18,20.11,56.35,1071,-0.03,-30.28,0.00,0.98,Green,1.03,-97.00,0,
Dendro,1,2022/6/3,20:45:15,169,4.18,20.08,56.67,1071,-0.03,-30.28,0.00,0.00,Green,1.02,-97.00,0,
Dendro,1,2022/6/3,21:0:18,170,4.18,20.67,59.47,1072,-0.03,-29.79,0.00,0.49,Green,0.99,-97.00,0,
Dendro,1,2022/6/3,21:15:21,171,4.18,21.13,54.21,1073,-0.03,-29.30,0.00,0.49,Green,1.15,-97.00,0,
Dendro,1,2022/6/3,21:30:24,172,4.18,20.43,56.19,1073,-0.03,-29.30,0.00,0.00,Green,1.05,-97.00,0,
Dendro,1,2022/6/3,21:45:27,173,4.18,20.58,54.54,1074,-0.03,-28.82,0.00,0.49,Green,1.10,-97.00,0,
Dendro,1,2022/6/3,22:0:30,174,4.18,21.13,54.01,1075,-0.03,-28.33,0.00,0.49,Green,1.15,-97.00,0,
Dendro,1,2022/6/3,22:15:33,175,4.18,18.92,60.15,1065,-0.03,-33.21,-0.00,-4.88,Green,0.87,-97.00,0,
Dendro,1,2022/6/3,22:30:36,176,4.17,19.29,57.00,1074,-0.03,-28.82,0.00,4.40,Green,0.96,-97.00,0,
Dendro,1,2022/6/3,22:45:39,177,4.17,18.70,58.28,1075,-0.03,-28.33,0.00,0.49,Green,0.90,-97.00,0,
Dendro,1,2022/6/3,23:0:42,178,4.17,19.99,54.75,1079,-0.03,-26.37,0.00,1.95,Green,1.06,-97.00,0,
Dendro,1,2022/6/3,23:16:2,179,4.17,19.96,53.36,1073,-0.03,-29.30,-0.00,-2.93,Green,1.09,-97.00,0,
Dendro,1,2022/6/3,23:31:5,180,4.18,18.95,52.07,1066,-0.03,-32.72,-0.00,-3.42,Green,1.05,-97.00,0,
Dendro,1,2022/6/3,23:46:8,181,4.17,19.54,49.82,1068,-0.03,-31.75,0.00,0.98,Green,1.14,-97.00,0,
Dendro,1,2022/6/4,0:1:11,182,4.17,20.08,47.21,1066,-0.03,-32.72,-0.00,-0.98,Green,1.24,-97.00,0,
Dendro,1,2022/6/4,0:16:14,183,4.17,18.15,52.01,1067,-0.03,-32.23,0.00,0.49,Green,1.00,-97.00,0,
Dendro,1,2022/6/4,0:31:17,184,4.17,17.98,51.07,1069,-0.03,-31.26,0.00,0.98,Green,1.01,-97.00,0,
Dendro,1,2022/6/4,0:46:20,185,4.17,16.18,64.30,1069,-0.03,-31.26,0.00,0.00,Green,0.66,-97.00,0,
Dendro,1,2022/6/4,1:1:23,186,4.17,15.68,69.07,1071,-0.03,-30.28,0.00,0.98,Green,0.55,-97.00,0,
Dendro,1,2022/6/4,1:16:26,187,4.17,14.46,81.40,1076,-0.03,-27.84,0.00,2.44,Green,0.31,-97.00,0,
Dendro,1,2022/6/4,1:31:29,188,4.17,12.91,91.10,1082,-0.02,-24.91,0.00,2.93,Green,0.13,-97.00,0,
Dendro,1,2022/6/4,1:46:32,189,4.17,12.76,93.70,1086,-0.02,-22.95,0.00,1.95,Green,0.09,-97.00,0,
Dendro,1,2022/6/4,2:1:35,190,4.17,12.62,95.48,1089,-0.02,-21.49,0.00,1.47,Green,0.07,-97.00,0,
Dendro,1,2022/6/4,2:16:38,191,4.17,12.72,96.27,1092,-0.02,-20.02,0.00,1.47,Green,0.05,-97.00,0,
Dendro,1,2022/6/4,2:31:41,192,4.17,12.70,96.64,1093,-0.02,-19.54,0.00,0.49,Green,0.05,-97.00,0,
Dendro,1,2022/6/4,2:46:44,193,4.17,12.62,96.89,1095,-0.02,-18.56,0.00,0.98,Green,0.05,-97.00,0,
Dendro,1,2022/6/4,3:1:47,194,4.17,12.57,97.18,1096,-0.02,-18.07,0.00,0.49,Green,0.04,-97.00,0,
Dendro,1,2022/6/4,3:17:5,195,4.17,12.21,97.42,1098,-0.02,-17.09,0.00,0.98,Green,0.04,-96.00,0,
